"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"COMP",-1.15696846580896,-0.00719033101017611,-8.98189437291733,2.83777690415873e-09,5.04840511249839e-06,11.3021896138418,"COMP"
"GSN",-0.93207357411471,0.0519786972729989,-8.53277419351924,7.51128829082286e-09,6.68129093468693e-06,10.3828871501324,"GSN"
"APOA4",-1.06391693460262,0.00748421751632792,-8.15082655083976,1.7553411858466e-08,1.04091732320704e-05,9.57755658338652,"APOA4"
"CRTAC1",-0.850458064166834,0.0611353705727437,-7.59652386700902,6.2275323903705e-08,2.76969503061728e-05,8.37061830675477,"CRTAC1"
"C9",0.691633427354724,-0.0317997838002389,7.38619300711104,1.01762094611271e-07,2.99960536390581e-05,7.90100985034394,"C9"
"SERPINA1",0.876341622613354,-0.0253851894752994,7.35772018209899,1.08804820207967e-07,2.99960536390581e-05,7.83695592520302,"SERPINA1"
"LUM",-0.856680599124192,0.126505728354976,-7.32315831062267,1.18028316736035e-07,2.99960536390581e-05,7.75905063073998,"LUM"
"ILF2",1.35363241999024,-0.0571096547076405,7.22645014273743,1.48326810232767e-07,3.29841744255116e-05,7.5401754150133,"ILF2"
"CA6",-1.05895300674537,0.0317539084852712,-6.99546403573967,2.57228778568668e-07,4.42487424054486e-05,7.01218591712154,"CA6"
"LBP",0.917073254883404,-0.0229827126729457,6.95867875742078,2.80972793633333e-07,4.42487424054486e-05,6.92743571078382,"LBP"
"APOC1",-1.5065546162766,-0.11404419950289,-6.95831468797184,2.81218660871866e-07,4.42487424054486e-05,6.92659602345088,"APOC1"
"CLEC3B",-0.854012934272645,0.0129935848778908,-6.93354403994428,2.98473810492065e-07,4.42487424054486e-05,6.86942380435915,"CLEC3B"
"SHH",-2.08564392769423,-0.17462200281459,-6.51481866528649,8.25910331351194e-07,0.000113022652267213,5.89099912806058,"SHH"
"CDH13",-0.755396930031819,0.0619886588912372,-6.47884634119613,9.02239298296977e-07,0.00011464883654788,5.80592634741209,"CDH13"
"THBS4",-0.942344383574602,0.0242624281722306,-6.44135746474045,9.8945573938218e-07,0.000117349450690726,5.71710309340693,"THBS4"
"CD99",-0.619194401329967,0.0110246675974652,-6.34655936332549,1.25036100990262e-06,0.000132480176953868,5.4917624056915,"CD99"
"UBE2L6",0.789463172901975,-0.0165963324000957,6.31363701277976,1.35654256736372e-06,0.000132480176953868,5.41326258469794,"UBE2L6"
"SERPINA3",0.81186462041877,-0.0140740690031435,6.2823747962835,1.46586302289901e-06,0.000132480176953868,5.33860808488959,"SERPINA3"
"PSMA4",0.994499787180124,-0.075847309684119,6.27440634115596,1.49513451451222e-06,0.000132480176953868,5.31956186755202,"PSMA4"
"ART3",-0.639499894149649,0.0375935930012929,-6.27399402210197,1.49666521706164e-06,0.000132480176953868,5.31857614964853,"ART3"
"TALDO1",0.68358942792388,-0.0244164310880251,6.25630785302618,1.56384694549254e-06,0.000132480176953868,5.27627666055555,"TALDO1"
"NEGR1",-0.797133736045665,0.012760766537626,-6.22135526356552,1.70577998576128e-06,0.000136694678469318,5.19258035270748,"NEGR1"
"EPHA4",-0.678791172088821,0.0303995861151553,-6.20712128193069,1.7672724029198e-06,0.000136694678469318,5.15845795288043,"EPHA4"
"CRISP3",-0.760644449571602,0.105731403745964,-6.15863858840004,1.99415892954597e-06,0.000147817030652595,5.04206924312619,"CRISP3"
"MADCAM1",-0.799506009905133,-0.0138997894410519,-6.09843510095757,2.31762225304667e-06,0.000164921999526801,4.89719739224116,"MADCAM1"
"EXTL2",-0.572528379872734,0.0829148917891603,-6.07159135070877,2.47857584370659e-06,0.000168170528639556,4.83248036935106,"EXTL2"
"MCAM",-0.706992366353251,0.0627446324208354,-6.05987625182449,2.55233517328162e-06,0.000168170528639556,4.8042136521538,"MCAM"
"ORM2",0.780948961217719,-0.108748785459287,5.95306841218607,3.3366907032302e-06,0.000211999027180233,4.54587285415061,"ORM2"
"CBLN4",-0.916176447217303,0.0561850225440783,-5.91875566145873,3.63750239881719e-06,0.000220003889495308,4.46264456569725,"CBLN4"
"CYB5R2",-0.901553684470135,0.0891396680213652,-5.91091533767172,3.71001499992087e-06,0.000220003889495308,4.44361167588407,"CYB5R2"
"MRC2",-0.711347691240506,0.032706658102001,-5.82029645540725,4.6626405674339e-06,0.00026757540546661,4.22321944717778,"MRC2"
"ISG15",1.81171259656611,-0.242793506800137,5.65017237557812,7.17474643287154e-06,0.000398871059502452,3.80754890295951,"ISG15"
"AFM",-0.580056267928681,0.0640347363810396,-5.52538768078482,9.85683475083219e-06,0.000531373000658499,3.50121988505352,"AFM"
"ORM1",0.793732802749259,-0.101367510632625,5.511127051986,1.02219203119971e-05,0.000534846948089496,3.46614155479111,"ORM1"
"HMCN2",-0.632236784212816,0.115575633712686,-5.44154498914057,1.22092858391445e-05,0.000597341517254549,3.29479089450768,"HMCN2"
"ZG16",-0.605961636936508,0.0506025905067189,-5.43129183608489,1.25334853760514e-05,0.000597341517254549,3.26951575269532,"ZG16"
"ENG",-0.569966279712319,0.0222824608872443,-5.42678347482016,1.26787770092009e-05,0.000597341517254549,3.25840010487008,"ENG"
"PCOLCE",-0.517975070637737,0.00872013722314709,-5.42430413827091,1.27594028418622e-05,0.000597341517254549,3.25228661641504,"PCOLCE"
"LCP1",0.647834904780124,-0.0397096117234116,5.29871841016963,1.7599413829094e-05,0.000796184818546763,2.94215818353718,"LCP1"
"LRP2",-1.4057526522368,0.173581110363319,-6.4522867946823,2.29633908231632e-05,0.00092205852919689,2.94073687727331,"LRP2"
"MACROH2A1",1.25140226546087,0.0320877982788342,5.29207510109252,1.7901850894812e-05,0.000796184818546763,2.92572919647971,"MACROH2A1"
"PSME1",0.848939034475253,-0.0413534863762513,5.27779170505947,1.85699771333506e-05,0.000805755837078796,2.89039875091147,"PSME1"
"C4BPB",0.658783212173225,-0.0113045080713976,5.20991664146431,2.21054222518711e-05,0.00092205852919689,2.72237617241627,"C4BPB"
"IGDCC4",-0.588166058379488,0.0947304149898198,-5.20454620881684,2.24125817175058e-05,0.00092205852919689,2.70907307328264,"IGDCC4"
"ARHGAP35",-0.911368134916672,-0.0619236321631461,-5.1890439021934,2.33235715648454e-05,0.00092205852919689,2.67066552932013,"ARHGAP35"
"SEMA4D",-0.401240833064278,0.0177852090081687,-5.14465650480368,2.61437011469698e-05,0.000981149896418872,2.5606410473802,"SEMA4D"
"WDR87",0.759742595118161,-0.0466130815080042,5.13702563634803,2.66620368732444e-05,0.000981149896418872,2.54171865898118,"WDR87"
"S100A8",0.998050945240098,-0.156147545725173,5.13323519080539,2.69233416117016e-05,0.000981149896418872,2.53231864858391,"S100A8"
"LGALS3BP",0.649907491765182,-0.00676890019765447,5.13177968425207,2.70243647692663e-05,0.000981149896418872,2.52870896922933,"LGALS3BP"
"PGLYRP2",-0.51671336755264,0.137868786662382,-5.10520598016186,2.89373597444291e-05,0.00102959125970679,2.46279284992628,"PGLYRP2"
"LTA4H",0.647771143310844,-0.034979283772102,5.0919519437184,2.99418700974605e-05,0.00104444288045847,2.42990738671184,"LTA4H"
"ATRN",-0.551473236286997,0.0228022829748312,-5.06035446389369,3.24804855567189e-05,0.00110544160218083,2.35148679833429,"ATRN"
"ALB",-0.867661917965819,0.0895487491328317,-5.04573661685833,3.3727122727801e-05,0.00110544160218083,2.31519748772273,"ALB"
"PLXDC1",-0.517300616784013,0.0349013735059076,-5.03946048690275,3.42770256699696e-05,0.00110544160218083,2.29961498383478,"PLXDC1"
"CYRIB",0.664857130813035,-0.0679089835730664,5.03810097193004,3.43973270995696e-05,0.00110544160218083,2.29623941404716,"CYRIB"
"CDH5",-0.5006814047176,0.0537363154435132,-5.03214498388733,3.49293885672146e-05,0.00110544160218083,2.28145058951144,"CDH5"
"PKHD1L1",-0.665109223718995,0.0518372965727968,-5.02674566400298,3.54188708961817e-05,0.00110544160218083,2.26804319277217,"PKHD1L1"
"HRG",-0.659525950433947,0.0455841516612756,-5.01214318523571,3.6777509809373e-05,0.00112805499915301,2.23177921151772,"HRG"
"SERPINA4",-0.707711030245674,0.0561996263432264,-4.99862459000243,3.80819743361586e-05,0.001148268344814,2.19820244946619,"SERPINA4"
"PI16",-0.815132892953186,-0.00269789394484489,-4.98357786662789,3.95886685885809e-05,0.00117380402365142,2.16082542137051,"PI16"
"APOA2",-0.692183496296445,0.0809301527315187,-4.96671261502192,4.13487951701289e-05,0.00120401531706023,2.11892548411471,"APOA2"
"ATP6AP1",0.55982750048022,0.113281685526665,4.96101348721268,4.19611858671919e-05,0.00120401531706023,2.10476535626017,"ATP6AP1"
"AHSG",-0.525260068988827,0.106145562840414,-4.94814888051001,4.33772432955506e-05,0.00122489072734579,2.07279961873009,"AHSG"
"VIL1",-1.34750246563145,-0.0791977699078449,-5.84070157866807,6.08299620035649e-05,0.00148241784115537,2.0620242089076,"VIL1"
"ANTXR1",-0.694021121509357,0.0821675802879869,-4.93452563444508,4.49291836484427e-05,0.00124889090172781,2.03894575907213,"ANTXR1"
"S100A12",0.925284916463929,-0.0479897514766752,4.92355791999327,4.62190430382805e-05,0.00126497965484771,2.01168879905661,"S100A12"
"VIM",0.667236700565248,-0.0451367585826044,4.89421124328048,4.98562088867651e-05,0.00134385144862962,1.93874831666305,"VIM"
"DSC2",-0.389796715659362,0.0928101060403258,-4.88026101925433,5.16846010640532e-05,0.00137234187004404,1.90407180121349,"DSC2"
"WARS1",0.928691467994852,-0.05767887802352,4.86505825536332,5.37538825094887e-05,0.00140629642624089,1.86627967108144,"WARS1"
"TNXB",-0.480641690074417,0.0544388071444637,-4.85505402824866,5.51607324609915e-05,0.0014221875804073,1.84140940655891,"TNXB"
"NCAM2",-0.410720707942409,0.0623742069011598,-4.83557005020405,5.80075955737022e-05,0.00147042058693916,1.79297083738388,"NCAM2"
"F13A1",-0.688601878037966,0.0434425538956978,-4.83107802097117,5.86845765445084e-05,0.00147042058693916,1.78180304722416,"F13A1"
"IGFBP7",-0.685336308239625,0.0215897298183235,-4.81808003858145,6.06884338739654e-05,0.00148241784115537,1.74948787305295,"IGFBP7"
"PPM1A",-0.700777189707497,0.0183845697787739,-4.80975867714953,6.20071930723006e-05,0.00148821806553281,1.72879931193075,"PPM1A"
"PSMA6",0.709635277705262,-0.0650357412928263,4.80520446843143,6.27410651573698e-05,0.00148821806553281,1.71747658727341,"PSMA6"
"STAT1",0.552092713755019,-3.06237235144656e-05,4.79274270677933,6.47939930549098e-05,0.00151669096900901,1.68649391996541,"STAT1"
"PSMA7",1.06281012873891,-0.168192630908725,4.77494896540732,6.78425651444643e-05,0.00156742757651951,1.6422549025556,"PSMA7"
"DNPEP",0.729543400181279,-0.0679636062770123,4.75928489349266,7.06450227513689e-05,0.00161124994198314,1.60331127996815,"DNPEP"
"SRC",-0.806825757908252,-0.0530297227056865,-4.73695878655575,7.48410356965218e-05,0.00168534433549509,1.54780655053082,"SRC"
"SEC22B",0.95794909737411,-0.125751053177324,5.41557345168132,0.000123465213846846,0.00232878657853517,1.41477331250305,"SEC22B"
"QSOX2",-0.689417456314281,0.0943150472832386,-4.67302058356267,8.82903657691181e-05,0.00196335700879076,1.38887384041224,"QSOX2"
"INCENP",0.718728107700211,-0.0902968710202536,4.66770015702723,8.95130234194028e-05,0.00196597121806318,1.37565098411588,"INCENP"
"MX1",1.24527550945577,-0.157373974353602,4.64907925055795,9.39271312025742e-05,0.00203776056596804,1.32937598131477,"MX1"
"IGFBP6",-0.599583539192138,0.0380617669371199,-4.64346858131432,9.52993547060449e-05,0.00204262110869944,1.31543401321434,"IGFBP6"
"NPL",0.904651378176909,-0.103316200412732,4.61516679910357,0.000102532947595048,0.0021715013544237,1.24511610598132,"NPL"
"FSD1",-1.7307967899624,-0.302806263943667,-4.6102902279231,0.000103833662212981,0.00217317747149287,1.2330015946703,"FSD1"
"YWHAH",0.720863049207637,-0.0934262075885629,4.59997657776935,0.000106639181156537,0.00220594306136604,1.20738193216206,"YWHAH"
"GPLD1",-0.642798555691517,0.0698959282005086,-4.58162260821978,0.000111820510692005,0.00228653664966754,1.16179607260153,"GPLD1"
"PSMA5",0.932657087840276,-0.0464296568123998,4.57453066312591,0.000113889289849548,0.00230237553002666,1.1441840995125,"PSMA5"
"MGAT1",0.572244754200521,0.0490376835966545,4.55921150303226,0.000118489448503531,0.00232878657853517,1.10614559244813,"MGAT1"
"CNTN4",-0.392962136209267,0.0889804339943371,-4.55539572107251,0.000119663866859742,0.00232878657853517,1.09667179937467,"CNTN4"
"NECTIN1",-0.481718859328615,0.069468413447004,-4.55353140764038,0.000120241884348028,0.00232878657853517,1.09204325413247,"NECTIN1"
"HSPA4",0.508854579037548,-0.00260151876333972,4.5510431257528,0.000121017705776855,0.00232878657853517,1.08586574047363,"HSPA4"
"PSME2",0.77101346005674,0.0785291590064546,4.53889606745951,0.000124877402493977,0.00232878657853517,1.05571167907604,"PSME2"
"ASGR2",0.638351763051689,-0.0490218854707242,4.53472735371367,0.000126230135142754,0.00232878657853517,1.04536427029197,"ASGR2"
"PSMB10",0.689737635029897,-0.0206464389425983,4.53381649653298,0.000126527647150334,0.00232878657853517,1.04310345327445,"PSMB10"
"LIPC",-0.655788385154434,0.0572385856787234,-4.5324444436352,0.000126977120920692,0.00232878657853517,1.03969796452072,"LIPC"
"TBC1D2",-0.692023375308287,0.0530326826401908,-5.151410976775,0.00019411842153706,0.0029770402751244,0.997807346551657,"TBC1D2"
"CHAD",-0.780266172958771,0.0441353314333879,-4.49129737393649,0.000141223119232041,0.00256363192973266,0.93759965915291,"CHAD"
"PTGES3",0.892304809612459,-0.13170734371199,5.10999664501324,0.000208570862109611,0.00311804675372268,0.931434865363543,"PTGES3"
"ENO1",0.653663424775792,-0.0119829586476405,4.47652800230632,0.0001467165870649,0.00263645260998442,0.900967779245065,"ENO1"
"ISLR",-0.487466293796787,0.0968024818649531,-4.45747796205914,0.000154118137273814,0.00268065535604662,0.853731846083737,"ISLR"
"IHH",-0.448338949246586,0.049940751712326,-4.45591564829756,0.000154741416763705,0.00268065535604662,0.849858659844775,"IHH"
"CTBS",-0.628674583282348,-0.0117039901388515,-4.45574576996977,0.000154809340432062,0.00268065535604662,0.849437514965613,"CTBS"
"LOXL3",-0.618757920532925,0.0902593800112986,-4.45271055213036,0.000156027956106797,0.00268065535604662,0.84191312692553,"LOXL3"
"CNTFR",-0.551694362854587,0.098785950470986,-4.44618264474163,0.000158681358903755,0.00268065535604662,0.825731639825558,"CNTFR"
"FCGR3A",1.37055045441205,-0.154805638338563,4.44141584294692,0.00016064729702476,0.00268065535604662,0.813916814022119,"FCGR3A"
"ITIH3",0.587886581592653,0.0453416102545676,4.43989423169652,0.000161279942015667,0.00268065535604662,0.810145619052147,"ITIH3"
"CDH6",-0.506422367441834,0.0453223500019624,-4.43621526756172,0.000162819836022781,0.00268065535604662,0.801028030769896,"CDH6"
"CLSTN1",-0.339402558593678,0.0435810944490194,-4.43413677431671,0.000163696294799581,0.00268065535604662,0.795877170358214,"CLSTN1"
"HSP90AB1",0.567168107209311,-0.0102317294950868,4.43112200618997,0.000164975925157955,0.00268065535604662,0.788406418432913,"HSP90AB1"
"TXN",0.710443894519319,-0.098423093625649,4.42493305434157,0.000167634174187,0.00268065535604662,0.77307121468822,"TXN"
"COL4A2",-0.566582113875795,0.041260728366832,-4.42372382301603,0.000168158520696933,0.00268065535604662,0.770075151252522,"COL4A2"
"PTPRJ",-0.345164257485801,0.0826885219114976,-4.42155610918935,0.000169102578408511,0.00268065535604662,0.764704470292318,"PTPRJ"
"TYMP",0.635946023271553,0.0350207336260351,4.41888736829945,0.000170272094004086,0.00268065535604662,0.758092767184217,"TYMP"
"RPS12",0.74965157313013,-0.0783264754593922,4.99665427593458,0.000254168144743134,0.00358861213887329,0.748427503695491,"RPS12"
"MYOC",-0.627800863045618,0.0577917404631808,-4.3742121405214,0.00019109058309802,0.00295818630232051,0.647465194292177,"MYOC"
"IQCE",-1.7051320056101,-0.336839437751729,-4.3739372873584,0.000191226208413074,0.00295818630232051,0.646784913061662,"IQCE"
"ROBO1",-0.365127289327828,0.0421160859390054,-4.35182343895049,0.00020245814294125,0.00307840201959388,0.592065480519399,"ROBO1"
"ITGA2",-0.585229119675215,0.0413663944615747,-4.34737860222352,0.000204793775062755,0.00308752649014103,0.581070388194828,"ITGA2"
"PPP1CA",0.597064614070516,-0.0678587591578234,4.32644379095173,0.000216160030136645,0.00320457244677576,0.529300335962593,"PPP1CA"
"FTL",0.878493204271818,-0.0737332047187946,4.31908038340597,0.00022030530081386,0.00323903413345336,0.511097652679814,"FTL"
"GCNT2",-0.909205160304911,-0.131675302525461,-4.8145802377959,0.000350442494225206,0.00458409703843118,0.450365250255332,"GCNT2"
"MGAT5",-0.493725929915864,0.0847129471861327,-4.28010987975932,0.000243596324478287,0.00351946469109308,0.414819400406722,"MGAT5"
"PPP1R7",0.384578615954975,-0.00939050637040966,4.27873523988072,0.000244461129072644,0.00351946469109308,0.411425163414885,"PPP1R7"
"SFTPB",0.925986152856408,-0.126150912406684,4.27738428025381,0.000245314008822677,0.00351946469109308,0.408089525245029,"SFTPB"
"MNDA",0.90777696970435,-0.105877013794887,4.27364444382891,0.00024769047445955,0.00352513083250832,0.398856204855925,"MNDA"
"CPPED1",0.826692410711065,-0.127212391264261,4.25034418526252,0.00026302039688475,0.00368435658313363,0.34135241869398,"CPPED1"
"GPI",0.65114585802159,-0.00166454985260698,4.22966265779444,0.000277414777326528,0.00382439551534926,0.290345075113315,"GPI"
"CTCFL",-1.68692935225592,-0.232759606632518,-4.22770142122907,0.000278819749373914,0.00382439551534926,0.285509722213221,"CTCFL"
"COG4",-1.75778775074887,-0.412619708778584,-4.22680150006923,0.000279466788642723,0.00382439551534926,0.283291101070538,"COG4"
"HPRT1",0.821195997366661,0.09534536158488,4.20285794290132,0.000297240314299755,0.00401344088396191,0.22428528734174,"HPRT1"
"RBP4",-0.822163042329696,0.0190545849126793,-4.2021360513434,0.000297793252772891,0.00401344088396191,0.222506992538238,"RBP4"
"NAGLU",-0.730203726521417,0.0530743006554285,-4.18514775732867,0.000311104265422627,0.00416131194125453,0.1806707307708,"NAGLU"
"CTBP2",-0.700005490112182,0.199319074476438,-4.65224125226893,0.000468349694842358,0.00550987156623625,0.180526709549883,"CTBP2"
"TOR1B",0.752372967310284,0.413828633240884,4.17777889957421,0.000317060040360296,0.00420932695373855,0.162531313820007,"TOR1B"
"FABP4",-0.842723554030002,-0.075163652254345,-4.16346162232221,0.000328956928780291,0.00433492130592694,0.127300773288134,"FABP4"
"PTPRS",-0.454811200536292,0.007605710690485,-4.13185323970856,0.000356811623468531,0.00463334217628115,0.0495864157958765,"PTPRS"
"IGF1",-0.616304834701966,-0.0132304241470621,-4.12604794662965,0.000362175859073471,0.00466891922675148,0.0353231050302538,"IGF1"
"SNED1",-0.351351770908968,0.0441138960900737,-4.12085231215322,0.000367044463367912,0.00469764100957925,0.0225603797115248,"SNED1"
"PSMA3",0.69520700134331,-0.0788598484619022,4.11702251921844,0.000370674652411993,0.00471021576172097,0.0131543900328408,"PSMA3"
"MGAT3",-1.1286499498571,-0.122802371278237,-4.1125684781453,0.00037494130581676,0.00473064243296465,0.00221700638863265,"MGAT3"
"GABARAPL2",0.972825819608237,-0.0788356333733021,4.5186613861437,0.000596056631462183,0.00648642198735411,-0.0442556813500259,"GABARAPL2"
"PRG2",-0.654765666544915,0.051176290569668,-4.08641478239606,0.000400993978658711,0.00501487627855713,-0.0619672364067378,"PRG2"
"ANTXR2",-0.629092236974771,0.139205888510425,-4.08436792107454,0.000403106974611394,0.00501487627855713,-0.066987608710761,"ANTXR2"
"LAP3",1.11584686055278,-0.11811059901032,4.08034735803137,0.000407289579721654,0.00503172334947793,-0.0768476801104168,"LAP3"
"SKP1",0.473435137801241,0.0536382614221344,4.07123712718528,0.000416926576285798,0.00510725943976006,-0.0991836069539511,"SKP1"
"CAT",0.54781287230211,-0.0208549826444778,4.0691690005009,0.000419145518946019,0.00510725943976006,-0.104252929194824,"CAT"
"APOH",-0.593557804232595,0.031920163882994,-4.05660955525813,0.000432874000649716,0.00523865882418942,-0.13502864517366,"APOH"
"RTN4RL2",-0.383880764443316,0.00237319340948359,-4.04336939560481,0.000447828292933999,0.00536139016419939,-0.167454316100104,"RTN4RL2"
"RGMA",-0.57099123293584,0.0396757581431443,-4.04231337829644,0.000449042796214564,0.00536139016419939,-0.170039733644145,"RGMA"
"ITGB1",-0.438600487882235,0.0470055278133365,-4.03853449870192,0.000453415547897869,0.00537750839806872,-0.17929046833246,"ITGB1"
"MMP8",0.909013437207615,-0.0231953349575499,4.02388377129265,0.000470770364287751,0.00550987156623625,-0.215140808295855,"MMP8"
